filename,sample_id,board,gas,concentration_code,concentration_numeric,replicate,raw_s1_mean,raw_s1_std,raw_s1_min,raw_s1_max,raw_s1_q25,raw_s1_q75,raw_s2_mean,raw_s2_std,raw_s2_min,raw_s2_max,raw_s2_q25,raw_s2_q75,raw_s3_mean,raw_s3_std,raw_s3_min,raw_s3_max,raw_s3_q25,raw_s3_q75,raw_s4_mean,raw_s4_std,raw_s4_min,raw_s4_max,raw_s4_q25,raw_s4_q75,raw_s5_mean,raw_s5_std,raw_s5_min,raw_s5_max,raw_s5_q25,raw_s5_q75,raw_s6_mean,raw_s6_std,raw_s6_min,raw_s6_max,raw_s6_q25,raw_s6_q75,raw_s7_mean,raw_s7_std,raw_s7_min,raw_s7_max,raw_s7_q25,raw_s7_q75,raw_s8_mean,raw_s8_std,raw_s8_min,raw_s8_max,raw_s8_q25,raw_s8_q75,phys_s1_baseline,phys_s1_response_abs,phys_s1_response_norm,phys_s1_sensitivity_ratio,phys_s1_early_slope,phys_s1_late_slope,phys_s1_recovery_residual,phys_s1_recovery_norm,phys_s2_baseline,phys_s2_response_abs,phys_s2_response_norm,phys_s2_sensitivity_ratio,phys_s2_early_slope,phys_s2_late_slope,phys_s2_recovery_residual,phys_s2_recovery_norm,phys_s3_baseline,phys_s3_response_abs,phys_s3_response_norm,phys_s3_sensitivity_ratio,phys_s3_early_slope,phys_s3_late_slope,phys_s3_recovery_residual,phys_s3_recovery_norm,phys_s4_baseline,phys_s4_response_abs,phys_s4_response_norm,phys_s4_sensitivity_ratio,phys_s4_early_slope,phys_s4_late_slope,phys_s4_recovery_residual,phys_s4_recovery_norm,phys_s5_baseline,phys_s5_response_abs,phys_s5_response_norm,phys_s5_sensitivity_ratio,phys_s5_early_slope,phys_s5_late_slope,phys_s5_recovery_residual,phys_s5_recovery_norm,phys_s6_baseline,phys_s6_response_abs,phys_s6_response_norm,phys_s6_sensitivity_ratio,phys_s6_early_slope,phys_s6_late_slope,phys_s6_recovery_residual,phys_s6_recovery_norm,phys_s7_baseline,phys_s7_response_abs,phys_s7_response_norm,phys_s7_sensitivity_ratio,phys_s7_early_slope,phys_s7_late_slope,phys_s7_recovery_residual,phys_s7_recovery_norm,phys_s8_baseline,phys_s8_response_abs,phys_s8_response_norm,phys_s8_sensitivity_ratio,phys_s8_early_slope,phys_s8_late_slope,phys_s8_recovery_residual,phys_s8_recovery_norm,phys_response_l2,phys_response_mean,phys_response_std,phys_baseline_mean,phys_baseline_std,phys_recovery_l2,phys_recovery_mean_abs
B1_GMe_F010_R1.txt,B1_GMe_F010_R1,B1,GMe,F010,10,R1,37.220346695557964,3.2667589074328927,28.97,39.94,38.23,38.99,18.072711225935496,0.9108590570911503,15.77,18.66,18.32,18.56,20.630081840153352,1.7723715120427788,16.37,21.99,21.12,21.6,5.383016918076507,0.08100271034802589,5.18,5.47,5.39,5.43,66.68517893157764,9.84221920922731,43.75,73.75,68.86,72.2,42.27172947745646,5.231015262758616,30.16,45.67,43.38,45.27,50.4974262855238,8.113707449470542,31.23,55.81,52.14,55.13,6.746468872406035,0.09029894795614804,6.53,6.83,6.71,6.8,39.15,-10.18,-0.26002554278415685,0.7399744572158431,-0.0008058675989141389,-7.86241615542283e-06,-0.1599999999999966,-0.015717092337915607,18.59,-2.8200000000000003,-0.15169445938675896,0.8483055406132411,-0.00022135920477140677,2.6026393996353177e-06,-0.030000000000001137,-0.010638297872337055,21.69,-5.32,-0.24527431996310536,0.7547256800368947,-0.00044008274820713173,-5.535065737924124e-06,-0.08999999999999986,-0.0169172932330795,5.45,-0.27000000000000046,-0.049541284403660714,0.9504587155963393,-2.3449294429181484e-05,9.868490736073127e-07,-0.03000000000000025,-0.11111111111070032,72.63,-28.879999999999995,-0.397631832576065,0.6023681674239351,-0.002455938279674807,-1.3200527814680308e-05,-0.4299999999999926,-0.014889196675899509,45.37,-15.209999999999997,-0.33524355300858855,0.6647564469914113,-0.0013057956357866271,9.78879945012335e-06,-0.09999999999999432,-0.006574621959236539,55.54,-24.31,-0.43770255671587255,0.5622974432841275,-0.0019977942587571166,-8.664428067648142e-06,-0.4099999999999966,-0.016865487453721916,6.81,-0.27999999999999936,-0.041116005873709,0.958883994126291,-2.4617730688785565e-05,-6.662357061564566e-07,-0.009999999999999787,-0.03571428571415749,42.38411376919422,-10.908749999999998,10.273792432081738,33.15375,22.499226618652916,0.6313477647065748,0.15749999999999764
B1_GMe_F010_R2.txt,B1_GMe_F010_R2,B1,GMe,F010,10,R2,33.91013160967473,2.7476870669482887,26.76,35.95,34.82,35.41,16.258778148457047,0.7405798530578614,14.39,16.95,16.47,16.67,18.472034361968305,1.4503458693604367,14.87,19.52,18.95,19.27,5.683171476230192,0.12907017876441404,5.36,5.82,5.7,5.76,61.28057247706422,8.636898032022613,40.77,66.91,63.63,66.15,38.02553044203503,4.4233516581066805,27.77,41.02,39.09,40.52,46.67525437864887,7.175475016513257,29.41,51.4,48.41,50.68,6.789843536280234,0.13786525267842228,6.45,6.93,6.76,6.88,35.48,-8.719999999999995,-0.2457722660653819,0.754227733934618,-0.0007057870134462225,2.189106303192368e-05,-0.07000000000000028,-0.008027522935778932,16.67,-2.280000000000001,-0.13677264547089768,0.8632273545291024,-0.00019157688978895077,9.961908610051266e-06,-0.0400000000000027,-0.017543859649116287,19.3,-4.4300000000000015,-0.22953367875646488,0.7704663212435352,-0.0003725814124370179,1.1049319852295722e-05,-0.030000000000001137,-0.006772009029344098,5.75,-0.3899999999999997,-0.06782608695650989,0.9321739130434901,-3.6046667672101295e-05,1.609001118803025e-08,0.0,0.0,66.34,-25.57,-0.38543864938196587,0.6145613506180342,-0.002234827662066235,4.601491113853752e-05,-0.18999999999999773,-0.007430582714117728,40.52,-12.750000000000004,-0.31465942744323017,0.6853405725567697,-0.001146936957087956,1.9188700030353217e-05,0.0799999999999983,0.006274509803920941,50.92,-21.51,-0.42242733699920615,0.5775726630007938,-0.0018366619712071864,3.858136803442443e-05,0.0,0.0,6.85,-0.39999999999999947,-0.05839416058393301,0.941605839416067,-3.518335210367635e-05,-1.8016534038534055e-06,0.040000000000000036,0.09999999999975023,37.15159888887691,-9.50625,9.064291116104998,30.228750000000005,20.35524529298284,0.22693611435820255,0.05625000000000002
B1_GMe_F010_R3.txt,B1_GMe_F010_R3,B1,GMe,F010,10,R3,39.76251104185069,4.019627574565155,30.08,42.38,41.09,41.94,20.046490774846244,1.2224544042445535,17.04,20.85,20.49,20.7,22.274318405306758,2.2048413609850033,17.1,23.72,22.94,23.47,7.471783196386606,0.16260444622992992,7.09,7.62,7.5,7.57,69.43360206003433,11.477068080462672,43.75,77.03,71.98,76.07,43.080376839614,5.914498528577185,29.85,47.0,44.5,46.38,56.00394673244555,10.060214128703617,33.06,62.73,57.97,61.89,8.027814963582726,0.1450627326895799,7.68,8.17,8.01,8.12,41.94,-11.86,-0.28278493085359363,0.7172150691464063,-0.0010283014067675688,-1.6329723399597885e-06,0.0,0.0,20.7,-3.66,-0.17681159420289003,0.82318840579711,-0.00030986398159753216,7.554373100799857e-06,0.0,0.0,23.51,-6.41,-0.27264993619735123,0.7273500638026488,-0.0005667248617481324,4.892115446229313e-07,-0.0400000000000027,-0.006240249609983847,7.55,-0.45999999999999996,-0.06092715231787272,0.9390728476821273,-4.251549379640063e-05,2.257456946877591e-06,0.020000000000000462,0.04347826086947171,76.07,-32.31999999999999,-0.42487182857893485,0.5751281714210652,-0.0029738592839113824,2.1333724546372874e-05,0.0,0.0,46.48,-16.629999999999995,-0.3577882960413003,0.6422117039586996,-0.0015288472859296637,3.2305875607950644e-05,0.10000000000000142,0.00601322910402859,62.06,-29.0,-0.46728971962616067,0.5327102803738394,-0.0025821327808838953,2.635513393917808e-05,0.0,0.0,8.06,-0.3800000000000008,-0.047146401985105904,0.9528535980148941,-3.394462659692379e-05,2.2272575205939585e-06,0.08000000000000007,0.21052631578891942,48.5555207983603,-12.589999999999998,11.670335256538262,35.79625,23.477772965882004,0.1356465996625073,0.030000000000000582
B1_GMe_F010_R4.txt,B1_GMe_F010_R4,B1,GMe,F010,10,R4,38.070449556457675,3.9723666120021295,27.92,40.92,39.22,40.18,19.580675754690187,1.2415783815063763,16.4,20.4,19.96,20.25,21.523335505103656,2.2077934037732825,16.12,23.01,22.12,22.73,8.00269132461284,0.12273814563209443,7.7,8.13,8.0,8.08,67.15352127499624,11.440069305713806,40.52,74.89,69.46,73.75,41.207542558345445,5.761293011716001,27.86,44.98,42.48,44.5,54.254378623097615,9.792507435131334,31.01,60.59,56.09,59.95,8.12619505838721,0.08210852388406284,7.91,8.22,8.12,8.18,40.18,-12.259999999999998,-0.30512692882030096,0.694873071179699,-0.0009923937335747073,-5.520964066487391e-06,0.0,0.0,20.25,-3.8500000000000014,-0.19012345679011416,0.8098765432098859,-0.00030754041745112827,-4.3517844307435315e-06,0.030000000000001137,0.00779220779220606,22.73,-6.609999999999999,-0.2908051033875807,0.7091948966124193,-0.0005567695860285569,-2.9759772657616266e-06,0.0,0.0,8.06,-0.3600000000000003,-0.044665012406942387,0.9553349875930576,-3.076715433653584e-05,-2.743021212292677e-06,0.019999999999999574,0.0555555555554,73.97,-33.449999999999996,-0.452210355549541,0.5477896444504591,-0.002921563195774364,4.233088885037504e-06,-0.21999999999999886,-0.006576980568011728,44.6,-16.740000000000002,-0.3753363228699468,0.6246636771300531,-0.0014751944567107666,-7.042731716317382e-06,0.0,0.0,60.27,-29.26,-0.48548199767711153,0.5145180023228884,-0.002483220749909549,7.372338323188072e-06,-0.3200000000000003,-0.010936431989063205,8.15,-0.2400000000000002,-0.02944785276073261,0.9705521472392674,-1.9600134654820716e-05,-4.03818239831533e-06,0.0,0.0,49.641586396891064,-12.84625,11.958668338803447,34.776250000000005,22.612571690046668,0.3899999999999997,0.07374999999999998
B1_GMe_F020_R1.txt,B1_GMe_F020_R1,B1,GMe,F020,20,R1,36.1095656813218,4.944539194253785,25.06,39.38,37.78,38.68,17.73130979176045,1.507268454992137,14.32,18.77,18.25,18.53,20.070249420630553,2.60485529144309,14.27,21.73,20.94,21.47,5.353175444738992,0.191792956079077,4.91,5.51,5.36,5.47,64.13217842911686,13.395911147754193,34.83,72.85,67.48,71.55,41.029127361243106,7.309608445297854,24.97,45.77,42.75,45.18,48.71422347821738,10.562274493530033,25.82,55.67,51.04,54.72,6.718227879757915,0.21423595166864512,6.22,6.93,6.67,6.86,39.07,-14.010000000000002,-0.35858715126694757,0.6414128487330524,-0.0013340527013351066,2.059140264765089e-06,-0.39000000000000057,-0.027837259100640447,18.64,-4.32,-0.2317596566523481,0.768240343347652,-0.0004125576592093014,2.1171563809634267e-06,-0.10999999999999943,-0.025462962962956935,21.63,-7.359999999999999,-0.3402681460933731,0.659731853906627,-0.0007007700577199959,6.443201667191423e-07,-0.16000000000000014,-0.021739130434779676,5.46,-0.5499999999999998,-0.10073260073258225,0.8992673992674177,-5.376047607520895e-05,4.877014898884047e-07,0.020000000000000462,0.0363636363635711,72.2,-37.370000000000005,-0.517590027700824,0.48240997229917615,-0.003580643273356021,2.026011888243903e-05,-0.4399999999999977,-0.011774150388011396,45.37,-20.4,-0.44963632356181504,0.5503636764381848,-0.001962426255612804,2.2019559792705284e-05,-0.09999999999999432,-0.004901960784313208,55.26,-29.439999999999998,-0.5327542526239498,0.4672457473760501,-0.002794713041982961,1.86127311026467e-05,-0.5399999999999991,-0.018342391304347175,6.81,-0.5899999999999999,-0.08663729809102985,0.9133627019089702,-5.535271565894373e-05,3.167587865938436e-06,0.08000000000000007,0.1355932203387534,54.30610647063551,-14.254999999999999,12.862314138598855,33.055,22.3658204633767,0.8317451532771298,0.22999999999999898
B1_GMe_F020_R2.txt,B1_GMe_F020_R2,B1,GMe,F020,20,R2,33.627190999999996,4.4966962282901655,23.43,36.78,35.21,36.02,16.273247499999997,1.3552662366033779,13.07,17.35,16.67,17.02,18.347754166666668,2.2953074502629573,13.11,19.95,19.14,19.58,5.7040128333333335,0.2372491282076829,5.07,5.93,5.73,5.85,60.21888333333333,12.402944171703302,33.09,68.46,63.8,67.1,37.614181333333335,6.52355111983636,23.21,42.13,39.55,41.35,46.014192333333334,9.807242164560904,24.74,52.51,48.62,51.52,6.829343833333334,0.2369606179205852,6.24,7.05,6.8,6.99,35.54,-12.11,-0.34074282498592173,0.6592571750140782,-0.00113792988098635,3.6457189673189426e-06,0.6799999999999997,0.056151940544999474,16.7,-3.629999999999999,-0.2173652694610648,0.7826347305389353,-0.00032961441975828395,1.0035258355726923e-06,0.41000000000000014,0.11294765840217282,19.33,-6.219999999999999,-0.3217796171753584,0.6782203828246417,-0.0005790256033912225,-1.4108798284903444e-06,0.360000000000003,0.057877813504814336,5.75,-0.6799999999999997,-0.11826086956519677,0.8817391304348032,-5.623860890772641e-05,-2.530374944572973e-07,0.1299999999999999,0.1911764705879541,66.53,-33.44,-0.5026303923042161,0.49736960769578403,-0.0032050069950978,5.0869950092839675e-06,0.9500000000000028,0.028409090909090145,40.68,-17.47,-0.42944936086527946,0.5705506391347205,-0.0016740594878135932,-7.5620300247153035e-06,0.9299999999999997,0.053234115626785726,51.04,-26.3,-0.5152821316614319,0.484717868338568,-0.0025029973098088703,5.755826941143744e-06,0.8500000000000014,0.032319391634979815,6.88,-0.6399999999999997,-0.09302325581393991,0.9069767441860601,-5.624542753886754e-05,-1.8205067814237281e-06,0.1299999999999999,0.20312499999968256,48.10939513234395,-12.56125,11.468619617787487,30.30625,20.41587001421933,1.8121258234460458,0.5550000000000008
B1_GMe_F020_R3.txt,B1_GMe_F020_R3,B1,GMe,F020,20,R3,38.641694535482586,5.97782020390971,25.3,42.64,40.67,41.85,19.646858236907228,1.9482686070153352,15.22,20.88,20.4,20.64,21.713148117182797,3.1727082696169338,14.67,23.76,22.73,23.43,7.405740251488195,0.2862644233280083,6.7,7.62,7.43,7.57,67.12978078389405,15.28969074325292,33.88,77.03,70.7,75.83,41.823831014647844,8.074973699673698,24.16,47.1,43.66,46.38,54.31249515082603,12.791976784038042,26.88,62.56,56.8,61.73,7.9773083740218045,0.26114939639936896,7.33,8.21,7.93,8.14,42.03,-16.73,-0.39804901261003095,0.601950987389969,-0.0016006203127420786,8.245021961859777e-06,-0.17999999999999972,-0.010759115361625162,20.76,-5.540000000000001,-0.26685934489401414,0.7331406551059859,-0.0005297352948474219,7.266418349708988e-06,-0.120000000000001,-0.02166064981949085,23.51,-8.840000000000002,-0.37601020842193217,0.6239897915780679,-0.0008483417610163452,7.151523071875307e-06,-0.08000000000000185,-0.009049773755655292,7.59,-0.8899999999999997,-0.11725955204214525,0.8827404479578548,-8.156808345859124e-05,1.237812190493081e-06,-0.03000000000000025,-0.033707865168501744,76.31,-42.43,-0.5560214912855386,0.44397850871446154,-0.004083710715355914,4.178319451070602e-05,-0.480000000000004,-0.011312750412443852,46.69,-22.529999999999998,-0.48254444206467156,0.5174555579353284,-0.00217761034613323,3.041285219629903e-05,-0.30999999999999517,-0.013759431868618796,62.23,-35.349999999999994,-0.5680539932508344,0.4319460067491655,-0.0033789935366406753,4.0410216721355876e-05,-0.3399999999999963,-0.009618104667609243,8.13,-0.8000000000000007,-0.09840098400982807,0.9015990159901719,-7.15925811598845e-05,2.924465346745735e-06,0.019999999999999574,0.024999999999968197,62.830649367963716,-16.638749999999998,14.71778892828335,35.90625,23.54675770541456,0.7046985170979138,0.19499999999999973
B1_GMe_F020_R4.txt,B1_GMe_F020_R4,B1,GMe,F020,20,R4,37.18115359493544,5.769280643620911,24.36,40.92,38.91,40.26,19.033312230986954,1.9599263217247704,14.64,20.25,19.54,20.14,21.12124604331005,3.122069546808694,14.19,23.11,21.99,22.8,8.039266944681705,0.17273147452018722,7.63,8.2,8.01,8.15,65.40340819641929,15.00737684101258,32.74,74.89,68.46,73.97,39.52426150161617,7.676323548241419,22.83,44.31,40.93,43.93,53.146108626840174,12.401325996509884,26.45,60.91,55.54,60.27,8.204100051918472,0.11786808984990066,7.91,8.33,8.2,8.29,40.34,-15.980000000000004,-0.39613287059989105,0.6038671294001089,-0.0015118326444514905,5.450586456739158e-06,-0.0800000000000054,-0.005006257822277871,19.9,-5.259999999999998,-0.26432160804018767,0.7356783919598124,-0.0004980361154298815,-4.595909239183167e-06,0.240000000000002,0.04562737642584724,22.87,-8.680000000000001,-0.37953651071270755,0.6204634892872926,-0.0008192145195345179,2.424815406151374e-06,-0.07000000000000028,-0.008064516129031361,8.13,-0.5000000000000009,-0.0615006150061426,0.9384993849938574,-4.716801181341327e-05,-3.916442050872942e-06,-0.010000000000001563,-0.019999999999963092,74.2,-41.46,-0.558760107816704,0.441239892183296,-0.003928015472207707,2.4514199145997547e-05,-0.23000000000000398,-0.0055475156777616596,43.56,-20.730000000000004,-0.47589531680439684,0.5241046831956031,-0.0019785630608044526,4.6095740516608646e-07,0.46999999999999886,0.022672455378677094,60.59,-34.14,-0.5634593167189211,0.43654068328107876,-0.0032146984593116198,1.9063885452247826e-05,-0.3200000000000003,-0.009373169302870266,8.29,-0.379999999999999,-0.0458383594692344,0.9541616405307656,-3.462376446465855e-05,-3.813622742316802e-06,-0.06999999999999851,-0.18421052631530127,60.60502371916045,-15.891250000000001,14.373214182551516,34.735,22.647525803054073,0.6708949247087822,0.18625000000000136
B1_GMe_F030_R1.txt,B1_GMe_F030_R1,B1,GMe,F030,30,R1,35.90735978932982,6.079713742690276,22.25,39.7,38.01,39.07,17.495123752062533,1.945904320188792,13.05,18.66,18.2,18.53,19.99002550042501,3.17529171137193,12.87,21.99,21.06,21.66,5.346008600143336,0.17467740989988062,4.93,5.52,5.38,5.44,63.76458374306239,15.496749065858184,29.73,73.52,67.87,72.41,40.22980433007217,8.452114522751828,21.63,45.47,42.39,44.98,48.485942099034986,12.014079062512847,22.39,56.09,51.28,55.26,6.682350539175652,0.1707369006468383,6.25,6.89,6.67,6.77,39.3,-17.049999999999997,-0.43384223918573955,0.5661577608142604,-0.001574521134213327,-7.230465299905609e-06,-0.30999999999999517,-0.018181818181816838,18.45,-5.399999999999999,-0.2926829268292524,0.7073170731707477,-0.000500027725758241,2.0065122179010306e-07,0.060000000000002274,0.011111111111109477,21.79,-8.92,-0.40936209270305607,0.590637907296944,-0.000824926626668212,-2.687864197839431e-06,-0.16000000000000014,-0.01793721973093971,5.49,-0.5600000000000005,-0.10200364298723105,0.8979963570127689,-5.324004750070053e-05,7.448778578323845e-08,-0.0600000000000005,-0.10714285714266661,72.85,-43.11999999999999,-0.5919011667810488,0.40809883321895124,-0.003986892592679501,8.471475304190482e-06,-0.4399999999999977,-0.010204081632652774,45.08,-23.45,-0.5201863354037152,0.4798136645962848,-0.0021823724957758524,1.7351291899692958e-05,0.0,0.0,55.67,-33.28,-0.5978085144602012,0.4021914855397987,-0.003046155061926572,1.1586393549047128e-05,-0.4100000000000037,-0.012319711538461278,6.87,-0.6200000000000001,-0.09024745269285442,0.9097525473071456,-5.596721602127468e-05,2.9708203065418933e-06,-0.10000000000000053,-0.16129032258038586,62.58531936484785,-16.55,14.687163613169153,33.1875,22.539493533573463,0.707530918052348,0.1925
B1_GMe_F030_R2.txt,B1_GMe_F030_R2,B1,GMe,F030,30,R2,32.66741136644099,5.339595632064734,20.63,36.29,34.69,35.48,15.827267284794715,1.632122067805503,12.01,17.0,16.42,16.7,17.86026064770036,2.6980870789573244,11.75,19.69,18.84,19.27,5.574317279791882,0.3598004798156438,4.61,5.84,5.61,5.78,58.337007971183674,13.994747858791913,27.61,67.67,62.26,65.97,36.4725589500717,7.4170181119616165,20.04,41.27,38.32,40.6,44.674913117433206,10.862147387646202,21.07,52.01,47.54,50.68,6.707107694360138,0.40012465452742113,5.64,7.08,6.61,6.96,35.74,-15.110000000000003,-0.42277560156686006,0.5772243984331399,-0.001453242832729989,3.445530206580391e-05,-0.5300000000000011,-0.0350761085373902,16.81,-4.799999999999999,-0.28554431885780573,0.7144556811421944,-0.00045675692145751305,1.7077281525042396e-05,-0.25,-0.05208333333332249,19.39,-7.640000000000001,-0.39401753481173835,0.6059824651882617,-0.0007331724067208567,2.0583558795902965e-05,-0.23000000000000043,-0.030104712041880928,5.81,-1.1999999999999993,-0.20654044750426725,0.7934595524957327,-0.00010422247725534177,6.258731234832588e-06,-0.05999999999999961,-0.049999999999958036,66.53,-38.92,-0.5849992484593329,0.4150007515406671,-0.0037570883817224575,8.176586602810368e-05,-0.75,-0.019270298047275966,40.85,-20.810000000000002,-0.5094247246021907,0.4905752753978092,-0.002002510133176029,4.719217762530824e-05,-0.3299999999999983,-0.015857760691974167,51.16,-30.089999999999996,-0.5881548084440854,0.41184519155591454,-0.0028814383940792094,6.528482160423994e-05,-0.5999999999999943,-0.019940179461614308,6.91,-1.2700000000000005,-0.18379160636755668,0.8162083936324434,-0.00010241667629324194,8.224222347481072e-06,0.08000000000000007,0.0629921259842024,56.26726579459855,-14.98,13.090082123500984,30.4,20.42189082822646,1.1990412836929316,0.35374999999999923
