filename,board,gas,concentration,sample_id,concentration_numeric,s1_mean,s1_std,s1_min,s1_max,s1_baseline,s1_steady,s1_delta,s1_amp,s1_rel_delta,s1_slope,s2_mean,s2_std,s2_min,s2_max,s2_baseline,s2_steady,s2_delta,s2_amp,s2_rel_delta,s2_slope,s3_mean,s3_std,s3_min,s3_max,s3_baseline,s3_steady,s3_delta,s3_amp,s3_rel_delta,s3_slope,s4_mean,s4_std,s4_min,s4_max,s4_baseline,s4_steady,s4_delta,s4_amp,s4_rel_delta,s4_slope,s5_mean,s5_std,s5_min,s5_max,s5_baseline,s5_steady,s5_delta,s5_amp,s5_rel_delta,s5_slope,s6_mean,s6_std,s6_min,s6_max,s6_baseline,s6_steady,s6_delta,s6_amp,s6_rel_delta,s6_slope,s7_mean,s7_std,s7_min,s7_max,s7_baseline,s7_steady,s7_delta,s7_amp,s7_rel_delta,s7_slope,s8_mean,s8_std,s8_min,s8_max,s8_baseline,s8_steady,s8_delta,s8_amp,s8_rel_delta,s8_slope
B1_GCO_F010_R1,B1,GCO,F010,R1,10.0,38.746150188679245,0.2579468749055695,37.93,39.7,38.836315094339625,38.86561132075472,0.029296226415091553,1.7700000000000031,0.0007543513421181176,5.732337528723226e-06,18.526862264150942,0.07287911864516665,18.35,18.72,18.631437735849055,18.532241509433963,-0.09919622641509207,0.36999999999999744,-0.005324131600370424,-4.5191326010365786e-08,21.403200188679243,0.2169120296427518,20.84,21.79,21.491830188679245,21.505883018867923,0.0140528301886782,0.9499999999999993,0.0006538684730268628,6.526498178267113e-06,5.402976981132076,0.3099358513030751,4.68,5.6,5.571715094339622,5.562854716981132,-0.008860377358489657,0.9199999999999999,-0.0015902423592873203,9.798695936909807e-06,72.11771339622642,0.7299736902274724,70.08,73.52,72.42606792452828,72.44273962264151,0.016671698113228217,3.4399999999999977,0.00023018919279686425,2.0967306048692246e-05,45.470954339622644,0.37657211916709693,44.31,46.17,45.71549056603774,45.559379245283026,-0.1561113207547109,1.8599999999999994,-0.003414845139325092,8.979621201903915e-06,54.869107169811315,0.8208213552252864,52.76,56.09,55.25472264150944,55.288966037735854,0.03424339622641526,3.3300000000000054,0.0006197370032597103,2.6462550762055437e-05,6.787955660377359,0.43444858991517143,5.73,7.04,7.0072792452830175,6.999211320754719,-0.008067924528298853,1.3099999999999996,-0.0011513633529844627,1.3705816282343209e-05
B1_GCO_F010_R2,B1,GCO,F010,R2,10.0,36.9219962639892,0.3839554945020491,35.88,38.16,37.54531943286072,36.83821851542953,-0.7071009174311911,2.279999999999994,-0.01883326412169191,-2.1630278222396673e-06,17.359596210617607,0.13776601187292337,16.93,17.74,17.605189324437035,17.295798165137615,-0.3093911592994196,0.8099999999999987,-0.017573861523453922,-3.2659360378835122e-06,20.054114782260623,0.27522731196892475,19.27,20.66,20.406457047539615,20.06480900750625,-0.34164804003336613,1.3900000000000006,-0.016742153683057693,2.4213524211451415e-06,5.702526477308738,0.40208226989309576,4.82,6.01,5.978483736447039,5.912677231025855,-0.06580650542118427,1.1899999999999995,-0.011007223287904313,1.1806407745346386e-05,69.3943481161499,0.8011853162272548,66.91,71.33,70.47290075062551,69.38187656380316,-1.0910241868223522,4.420000000000002,-0.0154814712490345,4.647879402661485e-06,42.38097553246494,0.4448201215763175,41.1,43.38,42.954356964136785,42.328415346121766,-0.6259416180150197,2.280000000000001,-0.014572249760904469,1.3552027525377552e-06,53.05969828377002,0.8868345908566186,50.56,54.59,53.98500083402835,53.22905587989991,-0.755944954128438,4.030000000000001,-0.014002870101614237,1.4485290116460618e-05,6.839973647780909,0.5449493441173012,5.64,7.21,7.161613010842369,7.139576313594661,-0.022036697247707515,1.5700000000000003,-0.003077057809639792,1.73516139357754e-05
B1_GCO_F010_R3,B1,GCO,F010,R3,10.0,44.33998265163141,0.25183083468740397,43.46,45.17,44.49215548882215,44.39482649315982,-0.09732899566233044,1.7100000000000009,-0.002187554066347607,5.166969646303557e-06,21.891825582171215,0.06489298697016432,21.64,22.09,21.918505171838508,21.921164497831167,0.0026593259926599444,0.4499999999999993,0.00012132789036888295,1.2269640395484258e-06,24.728496530326282,0.24615058663570002,24.06,25.21,24.866825158491825,24.825865865865865,-0.040959292625959876,1.1500000000000021,-0.001647146041493176,6.775063687900512e-06,7.914481717488489,0.3399425531324555,7.16,8.18,8.134976643309978,8.067644310977645,-0.06733233233233271,1.0199999999999996,-0.008276893133974566,9.813241784969447e-06,80.98517381730832,0.5183354739826682,79.28,82.47,81.32911411411412,81.13808308308309,-0.1910310310310308,3.1899999999999977,-0.0023488640336183104,1.1963786582819526e-05,49.225390671915655,0.42655673292221796,47.84,49.85,49.44074074074075,49.41677344010677,-0.023967300633977118,2.009999999999998,-0.0004847682351519165,1.2551264889290902e-05,65.28901748181758,0.7918770751974337,63.08,66.49,65.69685518852187,65.66678011344678,-0.03007507507508933,3.4099999999999966,-0.00045778561223865197,2.3177595636099547e-05,8.357770401014212,0.4405677660613472,7.36,8.7,8.651107774441108,8.5166016016016,-0.13450617283950805,1.339999999999999,-0.01554785541122793,1.1868400037655752e-05
B1_GCO_F010_R4,B1,GCO,F010,R4,10.0,47.05679795893988,0.2966958482817535,46.17,47.95,47.243584229390684,47.02193889742277,-0.22164533196791325,1.7800000000000011,-0.004691543530800401,5.3285492249997375e-06,23.117688789528472,0.1389049185259472,22.7,23.37,23.05213005632361,23.16451954258406,0.11238948626045087,0.6700000000000017,0.004875449079151147,5.26333225426613e-06,26.35391146304418,0.30357986885283783,25.58,26.8,26.513362348523636,26.43558457074586,-0.07777777777777573,1.2200000000000024,-0.002933531279527553,8.249784291339096e-06,7.587878048364251,0.5788789398014399,6.31,7.98,7.880409626216079,7.931967912613074,0.051558286396995,1.6700000000000008,0.006542589641397747,1.9729904676024632e-05,86.86944911855555,0.6159339081450311,85.02,88.01,87.20005632360471,86.85777436422597,-0.34228195937873807,2.990000000000009,-0.003925249292323661,1.2523707690067594e-05,50.768057409082374,0.5664083963949174,48.94,51.62,50.63549923195084,51.0195698924731,0.38407066052226213,2.6799999999999997,0.007585007876693942,2.1606239256293237e-05,69.63665955594995,0.9220402367719976,67.05,70.86,70.07582522614781,69.9052602833248,-0.17056494282302026,3.8100000000000023,-0.002434005482919983,2.5957215344236098e-05,7.817159581548543,0.6476860431183027,6.39,8.24,8.154623655913978,8.163150708312,0.008527052398020984,1.8500000000000005,0.0010456708680591578,2.1343730784535664e-05
B1_GCO_F020_R1,B1,GCO,F020,R1,20.0,39.198909796993235,0.3527207916973216,38.16,40.02,39.37027171195199,39.43607767961326,0.06580596766126945,1.8600000000000065,0.0016714633859034474,1.188651907253156e-05,18.76030767692256,0.08470467028115454,18.45,18.93,18.746001000166697,18.793150525087515,0.04714952492081892,0.4800000000000004,0.002515177766067785,3.037057319229362e-06,21.617442914763824,0.32541643278760335,20.75,22.05,21.776049341556924,21.82231538589765,0.0462660443407259,1.3000000000000007,0.00212462984506139,1.081654709999242e-05,5.296618053935131,0.5596502938774482,3.99,5.65,5.599969994999166,5.616306051008501,0.016336056009334854,1.6600000000000001,0.002917168488582253,1.75136975365178e-05,72.88985966198871,1.07102511959312,69.87,74.43,73.43896649441574,73.56990665110851,0.13094015669277326,4.560000000000002,0.0017829792947991294,3.528187235498456e-05,45.84239057968599,0.5097557899145821,44.31,46.48,45.955515919319886,46.05193198866478,0.09641606934489744,2.1699999999999946,0.002098030397745262,1.695387691838731e-05,55.35052718423948,1.2480593036738654,52.14,56.66,55.962738789798316,56.122118686447756,0.1593798966494404,4.519999999999996,0.0028479645580828236,4.1550937185924176e-05,6.575795359845329,0.7547680277738726,4.79,7.08,7.043622270378395,7.015170861810301,-0.02845140856809447,2.29,-0.0040393149251779364,2.334543851057389e-05
B1_GCO_F020_R2,B1,GCO,F020,R2,20.0,37.96041083333333,0.4143041389478321,36.71,38.99,38.18041666666666,38.14337166666667,-0.037044999999992,2.280000000000001,-0.0009702618052192136,1.128214978508168e-05,17.73885166666667,0.12413568381904634,17.3,18.04,17.667286666666666,17.83,0.1627133333333326,0.7399999999999984,0.009209865464577437,4.287527750081502e-06,20.555022166666667,0.353292371144126,19.58,21.15,20.738163333333333,20.725601666666666,-0.012561666666666582,1.5700000000000003,-0.0006057270580885991,1.0409583233170958e-05,5.6725025,0.6144021206238496,4.28,6.06,6.004573333333334,6.0147699999999995,0.010196666666665521,1.7799999999999994,0.0016981500764363003,1.923765775117755e-05,71.22981733333333,0.8994029019111643,68.46,73.3,71.77296,71.61284,-0.16011999999999205,4.840000000000003,-0.0022309237350356054,2.468192737075136e-05,42.958505666666674,0.5351496989639651,41.27,43.75,43.06984166666666,43.244025,0.1741833333333389,2.479999999999997,0.004044206493196877,1.6526688370149684e-05,54.321808833333336,1.170403192546044,51.28,55.67,54.883546666666675,54.87312333333334,-0.01042333333333545,4.390000000000001,-0.00018991726967740056,3.5624071895733795e-05,6.692826333333333,0.7916666081795768,4.9,7.23,7.1838983333333335,7.112686666666669,-0.0712116666666649,2.33,-0.009912677400559754,2.4371127810103593e-05
B1_GCO_F020_R3,B1,GCO,F020,R3,20.0,45.04824674674675,0.42945525105213195,43.83,45.86,45.39866700033367,45.14543043043042,-0.25323656990324395,2.030000000000001,-0.005578061794100798,8.355396306460365e-06,21.961206706706708,0.2251258728808665,21.41,22.33,21.921851851851855,22.062220553887222,0.14036870203536722,0.9199999999999982,0.006403140709898849,8.03786725259115e-06,25.03946329662996,0.42522665126081377,23.98,25.5,25.249492826159496,25.21524691358025,-0.03424591257924803,1.5199999999999996,-0.00135630100824883,1.1924248194572478e-05,7.751455455455456,0.6101385548850838,6.37,8.16,7.9171204537871205,8.085368702035368,0.16824824824824702,1.79,0.021251192173855963,2.0402723623764945e-05,81.9341943610277,0.9661611376674387,79.28,83.58,82.26835001668337,82.32237570904239,0.05402569235901922,4.299999999999997,0.000656700813221689,2.8188802031533338e-05,50.04054688021355,1.0036267256765667,47.63,51.38,49.88331498164832,50.49510677344011,0.6117917917917879,3.75,0.012264457404336437,3.558693643228327e-05,65.82552569235902,1.3646317263908851,62.4,67.44,66.17465131798465,66.47424424424425,0.2995929262595922,5.039999999999999,0.0045273064578074,4.381937502598928e-05,8.119873707040373,0.7551029971262028,6.44,8.67,8.139466132799468,8.552479145812478,0.4130130130130105,2.2299999999999995,0.050742027330018244,2.7475863645947432e-05
B1_GCO_F020_R4,B1,GCO,F020,R4,20.0,46.34598664435032,0.4983714323684368,44.97,47.62,46.77834329632792,46.56997950469684,-0.2083637916310792,2.6499999999999986,-0.004454278987750757,1.1947027351225615e-05,23.09872643120645,0.0987525287141206,22.77,23.3,23.154935952177624,23.12284372331341,-0.032092228864215144,0.5300000000000011,-0.001385977872238987,1.733973699086178e-06,25.904097212733983,0.5193566672710879,24.63,26.58,26.254930828351835,26.176145175064047,-0.0787856532877882,1.9499999999999993,-0.0030007945478839108,1.4726865844632907e-05,7.32879577128023,1.1037398354527348,4.92,8.02,7.964396242527755,7.990549957301451,0.026153714773696102,3.0999999999999996,0.003283828927390428,3.616873690433741e-05,85.34512843284601,1.0849698466536823,82.2,87.4,86.26448505550812,85.89882322801024,-0.365661827497874,5.200000000000003,-0.004238845537167988,2.6941435086087314e-05,50.585085735756245,0.6120962099332273,48.94,51.26,50.97106746370623,50.95277540563621,-0.018292058070016992,2.3200000000000003,-0.0003588713946923501,1.7488144419315742e-05,68.2708874163137,1.6525211142663778,63.94,70.03,69.32464047822373,69.15494107600342,-0.1696994022203029,6.090000000000003,-0.002447894443407334,4.860157178299368e-05,7.448246345129116,1.1386741925458808,4.92,8.2,8.145233134073441,8.138362083689154,-0.006871050384287258,3.2799999999999994,-0.0008435670619052582,3.7046565601921775e-05
B1_GCO_F030_R1,B1,GCO,F030,R1,30.0,39.07323254014316,0.5687948107666151,37.49,40.02,39.28191719868447,39.22149158444574,-0.060425614238731384,2.530000000000001,-0.0015382552213927267,1.5265618480066688e-05,18.678177016831107,0.11545180037750861,18.32,18.93,18.725937318630294,18.649301605726446,-0.07663571290384752,0.6099999999999994,-0.0040924900898557815,1.3333074040835848e-06,21.53080692590443,0.4821873334633905,20.27,22.05,21.72785838653511,21.715614238730893,-0.012244147804217675,1.7800000000000011,-0.0005635229936532506,1.4189859350057537e-05,5.247842135809635,0.6887984512741159,3.54,5.63,5.6088140839620815,5.544020119945831,-0.0647939640162507,2.09,-0.011552168254243133,2.0254881095334347e-05,72.59930373379764,1.5752499599983296,68.26,74.43,73.22602244147804,73.21505900561037,-0.010963435867665794,6.170000000000002,-0.00014972048872759694,4.661219273917308e-05,45.56176165602631,0.6984736971306279,43.56,46.48,45.859669181659896,45.713025730315344,-0.14664345134455203,2.9199999999999946,-0.0031976561095647792,1.7547302024875355e-05,55.06170245695492,1.7370137982364577,50.45,56.38,55.81254788160186,55.79181079512478,-0.020737086477076616,5.93,-0.00037154882304774473,5.4150958600298174e-05,6.515986651189785,0.895363452216413,4.2,7.03,7.004467014896497,6.918191139485395,-0.08627587541110238,2.83,-0.012317264856169786,2.6615770209567767e-05
B1_GCO_F030_R2,B1,GCO,F030,R2,30.0,36.53864026160366,0.4896814786888878,35.08,37.86,36.840218588353075,36.842442849991656,0.0022242616385810265,2.780000000000001,6.0375907737524786e-05,1.1760817107680582e-05,17.233108545497014,0.1260862585671785,16.86,17.59,17.28302185883531,17.33183213749374,0.04881027865843279,0.7300000000000004,0.0028241750229955394,2.164628571980587e-06,19.78924255063566,0.43713824247536387,18.63,20.48,20.048549974970797,20.03631903887869,-0.012230936092105793,1.8500000000000014,-0.0006100658704377718,1.2033349217919878e-05,5.457101671727452,0.7421354586015632,3.78,5.95,5.8945085933589185,5.883113632571333,-0.011394960787585617,2.1700000000000004,-0.0019331485577085536,2.278186844293562e-05,68.5696568120391,1.1697204786651136,65.23,70.91,69.29680293675955,69.22387285166027,-0.0729300850992729,5.679999999999993,-0.0010524307328402534,3.105117955360722e-05,41.79029780773466,0.6502618664150692,39.95,42.92,42.229993325546474,42.17301518438178,-0.056978141164691465,2.969999999999999,-0.0013492339608984513,1.6766488992879424e-05,52.2560729420401,1.5150157367467512,48.3,53.79,53.07983647588853,53.10610378775237,0.026267311863840348,5.490000000000002,0.0004948642197734989,4.4346634706219317e-05,6.503660115452634,0.9589763105246581,4.34,7.15,7.107892541298181,7.0502920073418975,-0.057600533956283506,2.8100000000000005,-0.008103742932734269,2.9610322716241292e-05
